% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.523086186e+07 +4.523024075e+07 +4.523024075e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +4.522719059e+07 +4.522656948e+07 +4.522656948e+07 +0.0000e+00 +2.5000e-04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
38 0 +4.519059463e+07 +4.518997352e+07 +4.518997352e+07 -2.5515e-04 +3.7343e-04 +4.6110e-04 -2.2223e-03 +2.9833e-04 +1.2209e-05 +6.2368e-04 -1.5501e-04 +7.7126e-04 +1.8630e-04
63 0 +4.507565214e+07 +4.507503103e+07 +4.507503103e+07 -1.9729e-03 +2.1710e-03 +1.9310e-03 -6.5805e-03 -2.8346e-04 -1.2970e-03 +2.2718e-03 -1.1651e-03 +3.7431e-03 +8.1950e-04
71 0 +4.497895336e+07 +4.497833225e+07 +4.497833225e+07 -3.0460e-03 +3.0881e-03 +3.0533e-03 -1.1727e-02 -2.7262e-04 -2.1513e-03 +3.3992e-03 -1.7825e-03 +6.0248e-03 +1.4063e-03
76 0 +4.489839034e+07 +4.489776923e+07 +4.489776923e+07 -4.1033e-03 +4.6715e-03 +4.1452e-03 -1.4595e-02 -6.4884e-04 -2.9472e-03 +4.5428e-03 -1.9539e-03 +7.9807e-03 +1.7608e-03
85 0 +4.478676543e+07 +4.478614432e+07 +4.478614432e+07 -5.4925e-03 +6.3883e-03 +5.1643e-03 -1.9653e-02 -8.3110e-04 -4.1051e-03 +5.8066e-03 -2.9348e-03 +1.0622e-02 +2.1579e-03
86 0 +4.467551048e+07 +4.467488937e+07 +4.467488937e+07 -6.9641e-03 +8.1103e-03 +6.4270e-03 -2.4466e-02 -1.0448e-03 -4.9783e-03 +7.1389e-03 -3.7842e-03 +1.3320e-02 +2.6202e-03
90 0 +4.465496583e+07 +4.465434472e+07 +4.465434472e+07 -7.1869e-03 +8.1888e-03 +6.9667e-03 -2.5483e-02 -1.4931e-03 -5.6586e-03 +7.8488e-03 -3.7005e-03 +1.3840e-02 +3.0055e-03
91 0 +4.451588687e+07 +4.451526576e+07 +4.451526576e+07 -9.0100e-03 +1.0126e-02 +8.7951e-03 -3.1691e-02 -2.0156e-03 -7.0702e-03 +9.9231e-03 -4.6376e-03 +1.7175e-02 +3.8151e-03
95 0 +4.449463398e+07 +4.449401287e+07 +4.449401287e+07 -9.2963e-03 +1.1182e-02 +8.9002e-03 -3.1896e-02 -2.6693e-03 -7.2386e-03 +9.6126e-03 -4.8767e-03 +1.7837e-02 +3.6348e-03
96 0 +4.432560020e+07 +4.432497909e+07 +4.432497909e+07 -1.1469e-02 +1.4135e-02 +1.1043e-02 -3.9006e-02 -3.8511e-03 -8.8644e-03 +1.1718e-02 -5.9909e-03 +2.1938e-02 +4.4275e-03
100 0 +4.428799224e+07 +4.428737113e+07 +4.428737113e+07 -1.2338e-02 +1.3739e-02 +1.1523e-02 -4.1223e-02 -2.9736e-03 -9.0078e-03 +1.2449e-02 -6.6990e-03 +2.3106e-02 +4.8188e-03
101 0 +4.407983273e+07 +4.407921162e+07 +4.407921162e+07 -1.5324e-02 +1.6640e-02 +1.4263e-02 -5.0494e-02 -3.8094e-03 -1.0841e-02 +1.5226e-02 -8.4707e-03 +2.8376e-02 +5.9835e-03
105 0 +4.381485757e+07 +4.381423646e+07 +4.381423646e+07 -1.7978e-02 +2.1175e-02 +1.7178e-02 -6.3051e-02 -4.8008e-03 -1.3928e-02 +1.8738e-02 -9.3479e-03 +3.4323e-02 +6.8475e-03
108 0 +4.377677122e+07 +4.377615011e+07 +4.377615011e+07 -1.9025e-02 +2.2370e-02 +1.7691e-02 -6.3133e-02 -5.4246e-03 -1.4060e-02 +1.8878e-02 -1.0222e-02 +3.5806e-02 +7.0563e-03
109 0 +4.341239026e+07 +4.341176915e+07 +4.341176915e+07 -2.4032e-02 +2.8492e-02 +2.2138e-02 -7.8855e-02 -7.1292e-03 -1.7554e-02 +2.3356e-02 -1.3014e-02 +4.5121e-02 +8.6769e-03
113 0 +4.332692426e+07 +4.332630315e+07 +4.332630315e+07 -2.5259e-02 +2.8418e-02 +2.3649e-02 -8.4095e-02 -6.6323e-03 -1.8510e-02 +2.5539e-02 -1.3694e-02 +4.7062e-02 +9.6570e-03
114 0 +4.283736705e+07 +4.283674594e+07 +4.283674594e+07 -3.2154e-02 +3.5559e-02 +2.9952e-02 -1.0664e-01 -8.0229e-03 -2.3333e-02 +3.2450e-02 -1.7545e-02 +5.9624e-02 +1.2272e-02
119 0 +4.225744458e+07 +4.225682347e+07 +4.225682347e+07 -3.9714e-02 +4.6231e-02 +3.6853e-02 -1.3298e-01 -1.2100e-02 -2.9546e-02 +3.9388e-02 -2.1704e-02 +7.4305e-02 +1.4909e-02
123 0 +4.209630246e+07 +4.209568135e+07 +4.209568135e+07 -4.2072e-02 +4.8414e-02 +3.9216e-02 -1.4048e-01 -1.1798e-02 -3.0495e-02 +4.1506e-02 -2.2885e-02 +7.8805e-02 +1.5753e-02
124 0 +4.135879347e+07 +4.135817236e+07 +4.135817236e+07 -5.2456e-02 +6.0218e-02 +4.8780e-02 -1.7557e-01 -1.4255e-02 -3.7797e-02 +5.1476e-02 -2.8642e-02 +9.8411e-02 +1.9652e-02
128 0 +4.121043025e+07 +4.120980914e+07 +4.120980914e+07 -5.4859e-02 +6.2965e-02 +5.0939e-02 -1.8182e-01 -1.5882e-02 -4.0450e-02 +5.4337e-02 -2.9910e-02 +1.0236e-01 +2.0441e-02
129 0 +4.030114244e+07 +4.030052133e+07 +4.030052133e+07 -6.8196e-02 +7.8199e-02 +6.3182e-02 -2.2547e-01 -1.9830e-02 -5.0616e-02 +6.7476e-02 -3.7279e-02 +1.2726e-01 +2.5395e-02
133 0 +4.017391439e+07 +4.017329328e+07 +4.017329328e+07 -6.9622e-02 +7.9900e-02 +6.4436e-02 -2.3354e-01 -1.9522e-02 -5.1081e-02 +6.8870e-02 -3.7998e-02 +1.3030e-01 +2.5786e-02
134 0 +3.910519479e+07 +3.910457368e+07 +3.910457368e+07 -8.5336e-02 +9.7922e-02 +7.8887e-02 -2.8812e-01 -2.3455e-02 -6.2895e-02 +8.4595e-02 -4.6547e-02 +1.6009e-01 +3.1534e-02
138 0 +3.887410886e+07 +3.887348775e+07 +3.887348775e+07 -8.9576e-02 +1.0310e-01 +8.2294e-02 -2.9725e-01 -2.5201e-02 -6.5308e-02 +8.7328e-02 -4.9478e-02 +1.6753e-01 +3.2925e-02
139 0 +3.760776653e+07 +3.760714542e+07 +3.760714542e+07 -1.0946e-01 +1.2640e-01 +1.0007e-01 -3.6250e-01 -3.0706e-02 -7.9826e-02 +1.0605e-01 -6.0755e-02 +2.0495e-01 +3.9943e-02
142 0 +3.756936417e+07 +3.756874306e+07 +3.756874306e+07 -1.0941e-01 +1.2679e-01 +1.0111e-01 -3.6584e-01 -3.1465e-02 -8.0731e-02 +1.0764e-01 -5.9801e-02 +2.0517e-01 +4.0464e-02
143 0 +3.603915541e+07 +3.603853430e+07 +3.603853430e+07 -1.3387e-01 +1.5616e-01 +1.2381e-01 -4.4913e-01 -3.8801e-02 -9.9351e-02 +1.3190e-01 -7.2946e-02 +2.5166e-01 +4.9456e-02
146 0 +3.582836770e+07 +3.582774659e+07 +3.582774659e+07 -1.3810e-01 +1.5855e-01 +1.2710e-01 -4.6286e-01 -3.7934e-02 -1.0074e-01 +1.3520e-01 -7.6021e-02 +2.5874e-01 +5.0993e-02
147 0 +3.381142053e+07 +3.381079942e+07 +3.381079942e+07 -1.7306e-01 +1.9873e-01 +1.5906e-01 -5.8155e-01 -4.6986e-02 -1.2581e-01 +1.6906e-01 -9.5392e-02 +3.2449e-01 +6.3793e-02
151 0 +3.334124081e+07 +3.334061970e+07 +3.334061970e+07 -1.8228e-01 +2.1005e-01 +1.6727e-01 -6.0612e-01 -5.1352e-02 -1.3373e-01 +1.7761e-01 -1.0068e-01 +3.4143e-01 +6.7119e-02
152 0 +3.083868930e+07 +3.083806819e+07 +3.083806819e+07 -2.3075e-01 +2.6611e-01 +2.1146e-01 -7.6511e-01 -6.5301e-02 -1.6915e-01 +2.2412e-01 -1.2774e-01 +4.3210e-01 +8.4911e-02
156 0 +3.077386754e+07 +3.077324643e+07 +3.077324643e+07 -2.3033e-01 +2.6771e-01 +2.1163e-01 -7.7218e-01 -6.5272e-02 -1.6972e-01 +2.2470e-01 -1.2671e-01 +4.3304e-01 +8.4293e-02
157 0 +2.814562896e+07 +2.814500785e+07 +2.814500785e+07 -2.8566e-01 +3.3345e-01 +2.6236e-01 -9.5857e-01 -8.1733e-02 -2.1064e-01 +2.7806e-01 -1.5713e-01 +5.3764e-01 +1.0416e-01
161 0 +2.743135553e+07 +2.743073442e+07 +2.743073442e+07 -3.0316e-01 +3.5082e-01 +2.7797e-01 -1.0141e+00 -8.3958e-02 -2.2200e-01 +2.9510e-01 -1.6704e-01 +5.6918e-01 +1.1097e-01
162 0 +2.443540603e+07 +2.443478492e+07 +2.443478492e+07 -3.7816e-01 +4.3777e-01 +3.4657e-01 -1.2643e+00 -1.0431e-01 -2.7633e-01 +3.6756e-01 -2.0832e-01 +7.0993e-01 +1.3820e-01
166 0 +2.387259657e+07 +2.387197546e+07 +2.387197546e+07 -3.9343e-01 +4.5599e-01 +3.6070e-01 -1.3146e+00 -1.1121e-01 -2.8880e-01 +3.8263e-01 -2.1708e-01 +7.3844e-01 +1.4406e-01
167 0 +2.075992437e+07 +2.075930326e+07 +2.075930326e+07 -4.8857e-01 +5.6642e-01 +4.4775e-01 -1.6311e+00 -1.3896e-01 -3.5850e-01 +4.7472e-01 -2.6967e-01 +9.1654e-01 +1.7875e-01
171 0 +2.036504277e+07 +2.036442166e+07 +2.036442166e+07 -5.0040e-01 +5.8346e-01 +4.5905e-01 -1.6746e+00 -1.4215e-01 -3.6786e-01 +4.8608e-01 -2.7555e-01 +9.4089e-01 +1.8285e-01
172 0 +1.739232669e+07 +1.739170558e+07 +1.739170558e+07 -6.1472e-01 +7.1876e-01 +5.6419e-01 -2.0574e+00 -1.7589e-01 -4.5231e-01 +5.9688e-01 -3.3810e-01 +1.1563e+00 +2.2449e-01
176 0 +1.685182358e+07 +1.685120247e+07 +1.685120247e+07 -6.4122e-01 +7.4522e-01 +5.8748e-01 -2.1449e+00 -1.8029e-01 -4.6868e-01 +6.2134e-01 -3.5366e-01 +1.2045e+00 +2.3399e-01
177 0 +1.423007213e+07 +1.422945102e+07 +1.422945102e+07 -7.8299e-01 +9.1002e-01 +7.1726e-01 -2.6199e+00 -2.1990e-01 -5.7103e-01 +7.5784e-01 -4.3187e-01 +1.4706e+00 +2.8554e-01
180 0 +1.414677446e+07 +1.414615335e+07 +1.414615335e+07 -7.8682e-01 +9.1563e-01 +7.2179e-01 -2.6351e+00 -2.2245e-01 -5.7741e-01 +7.6443e-01 -4.3309e-01 +1.4787e+00 +2.8734e-01
181 0 +1.195862600e+07 +1.195800489e+07 +1.195800489e+07 -9.6531e-01 +1.1237e+00 +8.8615e-01 -3.2358e+00 -2.7300e-01 -7.0882e-01 +9.3872e-01 -5.3069e-01 +1.8143e+00 +3.5268e-01
184 0 +1.174075255e+07 +1.174013144e+07 +1.174013144e+07 -9.9128e-01 +1.1563e+00 +9.0866e-01 -3.3167e+00 -2.8042e-01 -7.2631e-01 +9.6055e-01 -5.4592e-01 +1.8638e+00 +3.6127e-01
185 0 +1.115866876e+07 +1.115804765e+07 +1.115804765e+07 -1.2426e+00 +1.4512e+00 +1.1391e+00 -4.1595e+00 -3.5115e-01 -9.1022e-01 +1.2035e+00 -6.8405e-01 +2.3375e+00 +4.5253e-01
189 0 +1.107666327e+07 +1.107604216e+07 +1.107604216e+07 -1.1906e+00 +1.3889e+00 +1.0921e+00 -3.9856e+00 -3.3849e-01 -8.7194e-01 +1.1541e+00 -6.5560e-01 +2.2378e+00 +4.3433e-01
321 0 +1.098071970e+07 +1.098009859e+07 +1.098009859e+07 -1.1583e+00 +1.3625e+00 +1.0593e+00 -3.8740e+00 -3.3090e-01 -8.5356e-01 +1.1185e+00 -6.3600e-01 +2.1835e+00 +4.1764e-01
328 0 +1.095333634e+07 +1.095271523e+07 +1.095271523e+07 -1.1686e+00 +1.3775e+00 +1.0680e+00 -3.9080e+00 -3.3432e-01 -8.6264e-01 +1.1276e+00 -6.4102e-01 +2.2045e+00 +4.2028e-01
338 0 +1.087497659e+07 +1.087435548e+07 +1.087435548e+07 -1.1549e+00 +1.3721e+00 +1.0526e+00 -3.8595e+00 -3.3129e-01 -8.5751e-01 +1.1105e+00 -6.3197e-01 +2.1852e+00 +4.1083e-01
348 0 +1.076429108e+07 +1.076366997e+07 +1.076366997e+07 -1.1828e+00 +1.4181e+00 +1.0746e+00 -3.9480e+00 -3.4118e-01 -8.8407e-01 +1.1325e+00 -6.4529e-01 +2.2452e+00 +4.1540e-01
352 0 +1.070235042e+07 +1.070172931e+07 +1.070172931e+07 -1.1796e+00 +1.4224e+00 +1.0698e+00 -3.9359e+00 -3.4138e-01 -8.8560e-01 +1.1269e+00 -6.4210e-01 +2.2438e+00 +4.1098e-01
355 0 +1.068299304e+07 +1.068237193e+07 +1.068237193e+07 -1.1765e+00 +1.4210e+00 +1.0664e+00 -3.9240e+00 -3.4162e-01 -8.8423e-01 +1.1229e+00 -6.4007e-01 +2.2389e+00 +4.0886e-01
356 0 +1.059644191e+07 +1.059582080e+07 +1.059582080e+07 -1.1873e+00 +1.4455e+00 +1.0733e+00 -3.9563e+00 -3.4679e-01 -8.9759e-01 +1.1292e+00 -6.4413e-01 +2.2657e+00 +4.0788e-01
361 0 +1.046062446e+07 +1.046000335e+07 +1.046000335e+07 -1.1973e+00 +1.4767e+00 +1.0768e+00 -3.9847e+00 -3.4979e-01 -9.1408e-01 +1.1316e+00 -6.4687e-01 +2.2969e+00 +4.0335e-01
367 0 +1.031341465e+07 +1.031279354e+07 +1.031279354e+07 -1.2170e+00 +1.5240e+00 +1.0892e+00 -4.0440e+00 -3.6058e-01 -9.4011e-01 +1.1426e+00 -6.5350e-01 +2.3471e+00 +4.0073e-01
372 0 +1.018721724e+07 +1.018659613e+07 +1.018659613e+07 -1.2450e+00 +1.5851e+00 +1.1079e+00 -4.1297e+00 -3.7200e-01 -9.7310e-01 +1.1596e+00 -6.6484e-01 +2.4163e+00 +3.9939e-01
375 0 +1.001755974e+07 +1.001693863e+07 +1.001693863e+07 -1.2403e+00 +1.6017e+00 +1.0967e+00 -4.1040e+00 -3.7273e-01 -9.8088e-01 +1.1464e+00 -6.5869e-01 +2.4205e+00 +3.8781e-01
380 0 +9.951203547e+06 +9.950582437e+06 +9.950582437e+06 -1.2425e+00 +1.6162e+00 +1.0963e+00 -4.1106e+00 -3.7576e-01 -9.8755e-01 +1.1448e+00 -6.5806e-01 +2.4311e+00 +3.8418e-01
381 0 +9.746053742e+06 +9.745432632e+06 +9.745432632e+06 -1.2484e+00 +1.6586e+00 +1.0927e+00 -4.1204e+00 -3.8249e-01 -1.0083e+00 +1.1380e+00 -6.5581e-01 +2.4624e+00 +3.7184e-01
387 0 +9.543444367e+06 +9.542823257e+06 +9.542823257e+06 -1.2957e+00 +1.7802e+00 +1.1172e+00 -4.2555e+00 -4.0314e-01 -1.0750e+00 +1.1592e+00 -6.7115e-01 +2.5903e+00 +3.6060e-01
391 0 +9.482402060e+06 +9.481780950e+06 +9.481780950e+06 -1.2895e+00 +1.7796e+00 +1.1105e+00 -4.2343e+00 -4.0207e-01 -1.0727e+00 +1.1511e+00 -6.6707e-01 +2.5825e+00 +3.5630e-01
392 0 +9.252386248e+06 +9.251765138e+06 +9.251765138e+06 -1.3001e+00 +1.8455e+00 +1.1059e+00 -4.2533e+00 -4.1115e-01 -1.1054e+00 +1.1419e+00 -6.6465e-01 +2.6335e+00 +3.3801e-01
397 0 +8.972416808e+06 +8.971795698e+06 +8.971795698e+06 -1.3091e+00 +1.9229e+00 +1.0972e+00 -4.2628e+00 -4.2637e-01 -1.1441e+00 +1.1273e+00 -6.5835e-01 +2.6872e+00 +3.1367e-01
402 0 +8.606706210e+06 +8.606085100e+06 +8.606085100e+06 -1.2953e+00 +1.9724e+00 +1.0662e+00 -4.1968e+00 -4.2783e-01 -1.1648e+00 +1.0897e+00 -6.4082e-01 +2.7003e+00 +2.8103e-01
409 0 +8.487331181e+06 +8.486710071e+06 +8.486710071e+06 -1.3967e+00 +2.3414e+00 +1.0936e+00 -4.4587e+00 -4.9311e-01 -1.3573e+00 +1.0985e+00 -6.5661e-01 +3.0336e+00 +2.1396e-01
410 0 +8.334433901e+06 +8.333812791e+06 +8.333812791e+06 -1.3113e+00 +2.0838e+00 +1.0570e+00 -4.2232e+00 -4.4611e-01 -1.2199e+00 +1.0723e+00 -6.3503e-01 +2.7831e+00 +2.4887e-01
411 0 +7.955410324e+06 +7.954789214e+06 +7.954789214e+06 -1.2867e+00 +2.1232e+00 +1.0166e+00 -4.1214e+00 -4.4856e-01 -1.2338e+00 +1.0242e+00 -6.1077e-01 +2.7757e+00 +2.1195e-01
415 0 +7.908947132e+06 +7.908326022e+06 +7.908326022e+06 -1.3181e+00 +2.2331e+00 +1.0258e+00 -4.2020e+00 -4.6688e-01 -1.2917e+00 +1.0282e+00 -6.1632e-01 +2.8770e+00 +1.9265e-01
416 0 +7.476230226e+06 +7.475609116e+06 +7.475609116e+06 -1.2969e+00 +2.3164e+00 +9.7797e-01 -4.0985e+00 -4.7592e-01 -1.3272e+00 +9.6914e-01 -5.8744e-01 +2.8989e+00 +1.4026e-01
422 0 +7.254972592e+06 +7.254351482e+06 +7.254351482e+06 -1.2692e+00 +2.3109e+00 +9.4472e-01 -3.9985e+00 -4.6909e-01 -1.3190e+00 +9.3186e-01 -5.6847e-01 +2.8630e+00 +1.1924e-01
423 0 +6.857140237e+06 +6.856519127e+06 +6.856519127e+06 -1.2054e+00 +2.2956e+00 +8.7028e-01 -3.7683e+00 -4.5708e-01 -1.2998e+00 +8.4853e-01 -5.2440e-01 +2.7778e+00 +7.1882e-02
427 0 +6.317779489e+06 +6.317158379e+06 +6.317158379e+06 -1.2225e+00 +2.6196e+00 +8.0616e-01 -3.7343e+00 -5.0717e-01 -1.4569e+00 +7.5711e-01 -4.8472e-01 +2.9826e+00 -4.8372e-02
431 0 +6.303016871e+06 +6.302395761e+06 +6.302395761e+06 -1.2065e+00 +2.5692e+00 +7.9956e-01 -3.6870e+00 -4.9784e-01 -1.4300e+00 +7.5241e-01 -4.8116e-01 +2.9343e+00 -4.1102e-02
432 0 +5.938380068e+06 +5.937758958e+06 +5.937758958e+06 -1.1356e+00 +2.6378e+00 +6.9426e-01 -3.4031e+00 -4.9804e-01 -1.4497e+00 +6.2928e-01 -4.1833e-01 +2.8878e+00 -1.2959e-01
435 0 +5.860650638e+06 +5.860029528e+06 +5.860029528e+06 -1.1427e+00 +2.7406e+00 +6.7577e-01 -3.4023e+00 -5.1132e-01 -1.4991e+00 +6.0240e-01 -4.0737e-01 +2.9559e+00 -1.6570e-01
436 0 +5.768625091e+06 +5.768003981e+06 +5.768003981e+06 -1.0656e+00 +2.9527e+00 +5.2468e-01 -3.0542e+00 -5.2902e-01 -1.5850e+00 +4.1904e-01 -3.1734e-01 +2.9843e+00 -3.1868e-01
471 0 +5.753097592e+06 +5.752476482e+06 +5.752476482e+06 -1.0818e+00 +2.9360e+00 +5.4972e-01 -3.1190e+00 -5.3034e-01 -1.5802e+00 +4.4812e-01 -3.3174e-01 +2.9941e+00 -2.9800e-01
684 0 +5.694949764e+06 +5.694328654e+06 +5.694328654e+06 -1.0554e+00 +2.8749e+00 +5.4503e-01 -3.1074e+00 -5.1774e-01 -1.5339e+00 +4.4147e-01 -3.2513e-01 +2.9257e+00 -2.8119e-01
709 0 +5.621323041e+06 +5.620701931e+06 +5.620701931e+06 -1.0078e+00 +2.9761e+00 +4.8382e-01 -3.0432e+00 -5.2242e-01 -1.5461e+00 +3.5572e-01 -2.8094e-01 +2.9235e+00 -3.3429e-01
714 0 +5.571979633e+06 +5.571358523e+06 +5.571358523e+06 -9.9209e-01 +2.9887e+00 +4.7308e-01 -3.0541e+00 -5.1934e-01 -1.5353e+00 +3.3762e-01 -2.7107e-01 +2.9108e+00 -3.3801e-01
734 0 +5.493236113e+06 +5.492615003e+06 +5.492615003e+06 -9.3607e-01 +3.0771e+00 +4.1618e-01 -3.0358e+00 -5.1689e-01 -1.5261e+00 +2.5255e-01 -2.2655e-01 +2.8907e+00 -3.7822e-01
745 0 +5.382445881e+06 +5.381824771e+06 +5.381824771e+06 -9.3055e-01 +3.1155e+00 +4.2175e-01 -3.1451e+00 -5.1540e-01 -1.5164e+00 +2.4666e-01 -2.2351e-01 +2.9043e+00 -3.7005e-01
